,date,count,department_name,year,month,day_of_week,Friday,Saturday,Sunday,Thursday,Tuesday,Wednesday,April,January,March,May
6101,2020-01-27,69,Cape Coral Fire Department,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
22974,2020-01-27,250,Mesa Fire and Medical Department,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
43361,2020-01-27,104,West Metro Fire Rescue,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
33982,2020-01-27,276,Sacramento Metropolitan Fire District,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
25748,2020-01-27,12,Noblesville Fire Department,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
359,2020-01-27,24,Adams County Fire Protection District,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
31268,2020-01-27,88,Richland Fire and Emergency Services,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
38311,2020-01-27,168,St Lucie County Fire District,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
20641,2020-01-27,1150,Los Angeles County Fire Department,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
27745,2020-01-27,84,Ontario Fire Department,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
1050,2020-01-27,259,Albuquerque Fire Rescue,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
5741,2020-01-27,171,Broward County Sheriffs Office Department of Fire Rescue,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
7816,2020-01-27,3,Cicero Fire Department,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
30578,2020-01-27,12,Plainfield Fire Protection District,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
34672,2020-01-27,411,San Francisco Fire Department,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
1741,2020-01-27,54,Alexandria Fire Department,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
15018,2020-01-27,1,Fairmount Fire Protection District,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
26437,2020-01-27,39,Northwest Fire District,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
2434,2020-01-27,278,Anne Arundel County Fire Department,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
42470,2020-01-27,526,Washington DC Fire & EMS Department,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
40664,2020-01-27,21,Torrington Fire Department,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
10658,2020-01-27,9,City of Westfield Fire Department,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
33288,2020-01-27,22,Rogers Fire Department,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
21327,2020-01-27,74,Loudoun County Fire Rescue and EMS,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
31960,2020-01-27,125,Richmond Fire and Emergency Services,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
13744,2020-01-27,49,Delray Beach Fire-Rescue Department,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
4354,2020-01-27,45,Bellevue Fire Department,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
12152,2020-01-27,29,Coral Gables Fire and Rescue Department,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
17047,2020-01-27,71,Hall County Fire Services,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
39353,2020-01-27,96,The Villages Public Safety Department,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
40022,2020-01-27,2,Toms River Fire District 1,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
10150,2020-01-27,134,City of Saint Paul Fire Department,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
14376,2020-01-27,38,East Pierce Fire and Rescue,2020,January,Monday,0,0,0,0,0,0,0,1,0,0
42471,2020-01-28,556,Washington DC Fire & EMS Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
10151,2020-01-28,124,City of Saint Paul Fire Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
15019,2020-01-28,1,Fairmount Fire Protection District,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
5049,2020-01-28,228,Boston Fire Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
2435,2020-01-28,224,Anne Arundel County Fire Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
21328,2020-01-28,64,Loudoun County Fire Rescue and EMS,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
34673,2020-01-28,435,San Francisco Fire Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
31269,2020-01-28,86,Richland Fire and Emergency Services,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
28728,2020-01-28,147,Orlando Fire Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
29741,2020-01-28,86,Pasco Fire Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
9466,2020-01-28,43,City of Roseville Fire Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
30579,2020-01-28,15,Plainfield Fire Protection District,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
13745,2020-01-28,51,Delray Beach Fire-Rescue Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
36575,2020-01-28,25,South Adams County Fire Protection District,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
5742,2020-01-28,150,Broward County Sheriffs Office Department of Fire Rescue,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
27746,2020-01-28,92,Ontario Fire Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
23669,2020-01-28,687,Miami-Dade Fire Rescue Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
22284,2020-01-28,381,Memphis Division of Fire Services,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
39354,2020-01-28,115,The Villages Public Safety Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
19064,2020-01-28,36,Jersey City Fire Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
41802,2020-01-28,259,Tucson Fire Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
11477,2020-01-28,519,Columbus Division of Fire,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
22975,2020-01-28,208,Mesa Fire and Medical Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
7197,2020-01-28,25,Cedar Rapids Fire Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
360,2020-01-28,20,Adams County Fire Protection District,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
4355,2020-01-28,48,Bellevue Fire Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
14377,2020-01-28,31,East Pierce Fire and Rescue,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
19949,2020-01-28,153,Lexington Fire Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
18425,2020-01-28,2,Jackson Township Fire Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
13127,2020-01-28,13,Delaware Fire Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
40023,2020-01-28,3,Toms River Fire District 1,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
35737,2020-01-28,1,Simsbury Volunteer Fire Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
26438,2020-01-28,49,Northwest Fire District,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
10659,2020-01-28,13,City of Westfield Fire Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
12153,2020-01-28,31,Coral Gables Fire and Rescue Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
43362,2020-01-28,106,West Metro Fire Rescue,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
25749,2020-01-28,13,Noblesville Fire Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
32488,2020-01-28,4,Rincon Valley Fire District,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
38312,2020-01-28,149,St Lucie County Fire District,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
40665,2020-01-28,23,Torrington Fire Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
37266,2020-01-28,4,Southern Platte Fire Protection District,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
1051,2020-01-28,312,Albuquerque Fire Rescue,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
20642,2020-01-28,1135,Los Angeles County Fire Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
44053,2020-01-28,74,West Palm Beach Fire Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
33983,2020-01-28,307,Sacramento Metropolitan Fire District,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
6102,2020-01-28,65,Cape Coral Fire Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
17048,2020-01-28,75,Hall County Fire Services,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
15667,2020-01-28,15,Fishers Fire and Emergency Services,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
25057,2020-01-28,99,Newport News Fire Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
16352,2020-01-28,49,Golder Ranch Fire District,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
7817,2020-01-28,1,Cicero Fire Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
1742,2020-01-28,50,Alexandria Fire Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
6780,2020-01-28,16,Carmel Fire Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
31961,2020-01-28,104,Richmond Fire and Emergency Services,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
3664,2020-01-28,23,Beavercreek Township Fire Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
17798,2020-01-28,15,Jackson County Fire District 3,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
37956,2020-01-28,15,St Louis Park Fire Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
33289,2020-01-28,19,Rogers Fire Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
35178,2020-01-28,5,Sheridan Fire Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
24361,2020-01-28,35,New Rochelle Fire Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
3002,2020-01-28,41,Asheville Fire Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
27049,2020-01-28,47,Olathe Fire Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
41107,2020-01-28,25,Town of Manchester Fire-Rescue-EMS Department,2020,January,Tuesday,0,0,0,0,1,0,0,1,0,0
14378,2020-01-29,24,East Pierce Fire and Rescue,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
3003,2020-01-29,46,Asheville Fire Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
40666,2020-01-29,22,Torrington Fire Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
10152,2020-01-29,134,City of Saint Paul Fire Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
25058,2020-01-29,77,Newport News Fire Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
32489,2020-01-29,8,Rincon Valley Fire District,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
12154,2020-01-29,25,Coral Gables Fire and Rescue Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
19065,2020-01-29,32,Jersey City Fire Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
35738,2020-01-29,1,Simsbury Volunteer Fire Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
39355,2020-01-29,102,The Villages Public Safety Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
17049,2020-01-29,74,Hall County Fire Services,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
6781,2020-01-29,21,Carmel Fire Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
13746,2020-01-29,56,Delray Beach Fire-Rescue Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
9467,2020-01-29,47,City of Roseville Fire Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
31962,2020-01-29,100,Richmond Fire and Emergency Services,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
27050,2020-01-29,32,Olathe Fire Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
7198,2020-01-29,39,Cedar Rapids Fire Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
37267,2020-01-29,9,Southern Platte Fire Protection District,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
6103,2020-01-29,65,Cape Coral Fire Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
36576,2020-01-29,26,South Adams County Fire Protection District,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
15020,2020-01-29,3,Fairmount Fire Protection District,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
10660,2020-01-29,12,City of Westfield Fire Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
24362,2020-01-29,27,New Rochelle Fire Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
15668,2020-01-29,13,Fishers Fire and Emergency Services,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
17799,2020-01-29,14,Jackson County Fire District 3,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
3665,2020-01-29,17,Beavercreek Township Fire Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
28729,2020-01-29,142,Orlando Fire Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
29742,2020-01-29,94,Pasco Fire Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
30580,2020-01-29,9,Plainfield Fire Protection District,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
42813,2020-01-29,2,Wayne Township Volunteer Fire Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
27747,2020-01-29,120,Ontario Fire Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
7818,2020-01-29,2,Cicero Fire Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
44054,2020-01-29,92,West Palm Beach Fire Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
5743,2020-01-29,168,Broward County Sheriffs Office Department of Fire Rescue,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
1052,2020-01-29,316,Albuquerque Fire Rescue,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
38313,2020-01-29,170,St Lucie County Fire District,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
26439,2020-01-29,44,Northwest Fire District,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
25750,2020-01-29,14,Noblesville Fire Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
41108,2020-01-29,22,Town of Manchester Fire-Rescue-EMS Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
11478,2020-01-29,562,Columbus Division of Fire,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
18426,2020-01-29,3,Jackson Township Fire Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
361,2020-01-29,18,Adams County Fire Protection District,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
42472,2020-01-29,591,Washington DC Fire & EMS Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
13128,2020-01-29,14,Delaware Fire Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
16353,2020-01-29,37,Golder Ranch Fire District,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
2436,2020-01-29,200,Anne Arundel County Fire Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
37957,2020-01-29,19,St Louis Park Fire Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
31270,2020-01-29,94,Richland Fire and Emergency Services,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
5050,2020-01-29,214,Boston Fire Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
41803,2020-01-29,256,Tucson Fire Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
22976,2020-01-29,240,Mesa Fire and Medical Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
4356,2020-01-29,50,Bellevue Fire Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
21329,2020-01-29,87,Loudoun County Fire Rescue and EMS,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
1743,2020-01-29,59,Alexandria Fire Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
23670,2020-01-29,702,Miami-Dade Fire Rescue Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
35179,2020-01-29,2,Sheridan Fire Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
20643,2020-01-29,1153,Los Angeles County Fire Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
33290,2020-01-29,19,Rogers Fire Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
43363,2020-01-29,84,West Metro Fire Rescue,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
34674,2020-01-29,437,San Francisco Fire Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
22285,2020-01-29,357,Memphis Division of Fire Services,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
33984,2020-01-29,253,Sacramento Metropolitan Fire District,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
19950,2020-01-29,153,Lexington Fire Department,2020,January,Wednesday,0,0,0,0,0,1,0,1,0,0
27748,2020-01-30,93,Ontario Fire Department,2020,January,Thursday,0,0,0,1,0,0,0,1,0,0
26440,2020-01-30,51,Northwest Fire District,2020,January,Thursday,0,0,0,1,0,0,0,1,0,0
5051,2020-01-30,209,Boston Fire Department,2020,January,Thursday,0,0,0,1,0,0,0,1,0,0
13129,2020-01-30,21,Delaware Fire Department,2020,January,Thursday,0,0,0,1,0,0,0,1,0,0
5744,2020-01-30,162,Broward County Sheriffs Office Department of Fire Rescue,2020,January,Thursday,0,0,0,1,0,0,0,1,0,0
20644,2020-01-30,1118,Los Angeles County Fire Department,2020,January,Thursday,0,0,0,1,0,0,0,1,0,0
28730,2020-01-30,146,Orlando Fire Department,2020,January,Thursday,0,0,0,1,0,0,0,1,0,0
10153,2020-01-30,156,City of Saint Paul Fire Department,2020,January,Thursday,0,0,0,1,0,0,0,1,0,0
22977,2020-01-30,236,Mesa Fire and Medical Department,2020,January,Thursday,0,0,0,1,0,0,0,1,0,0
15669,2020-01-30,11,Fishers Fire and Emergency Services,2020,January,Thursday,0,0,0,1,0,0,0,1,0,0
7819,2020-01-30,1,Cicero Fire Department,2020,January,Thursday,0,0,0,1,0,0,0,1,0,0
1053,2020-01-30,270,Albuquerque Fire Rescue,2020,January,Thursday,0,0,0,1,0,0,0,1,0,0
34675,2020-01-30,456,San Francisco Fire Department,2020,January,Thursday,0,0,0,1,0,0,0,1,0,0
15021,2020-01-30,3,Fairmount Fire Protection District,2020,January,Thursday,0,0,0,1,0,0,0,1,0,0
24363,2020-01-30,26,New Rochelle Fire Department,2020,January,Thursday,0,0,0,1,0,0,0,1,0,0
3004,2020-01-30,55,Asheville Fire Department,2020,January,Thursday,0,0,0,1,0,0,0,1,0,0
362,2020-01-30,18,Adams County Fire Protection District,2020,January,Thursday,0,0,0,1,0,0,0,1,0,0
13747,2020-01-30,46,Delray Beach Fire-Rescue Department,2020,January,Thursday,0,0,0,1,0,0,0,1,0,0
7199,2020-01-30,33,Cedar Rapids Fire Department,2020,January,Thursday,0,0,0,1,0,0,0,1,0,0
27051,2020-01-30,37,Olathe Fire Department,2020,January,Thursday,0,0,0,1,0,0,0,1,0,0
19066,2020-01-30,33,Jersey City Fire Department,2020,January,Thursday,0,0,0,1,0,0,0,1,0,0
23671,2020-01-30,708,Miami-Dade Fire Rescue Department,2020,January,Thursday,0,0,0,1,0,0,0,1,0,0
36577,2020-01-30,27,South Adams County Fire Protection District,2020,January,Thursday,0,0,0,1,0,0,0,1,0,0
21330,2020-01-30,76,Loudoun County Fire Rescue and EMS,2020,January,Thursday,0,0,0,1,0,0,0,1,0,0
42814,2020-01-30,1,Wayne Township Volunteer Fire Department,2020,January,Thursday,0,0,0,1,0,0,0,1,0,0
2437,2020-01-30,253,Anne Arundel County Fire Department,2020,January,Thursday,0,0,0,1,0,0,0,1,0,0
39356,2020-01-30,112,The Villages Public Safety Department,2020,January,Thursday,0,0,0,1,0,0,0,1,0,0
14379,2020-01-30,30,East Pierce Fire and Rescue,2020,January,Thursday,0,0,0,1,0,0,0,1,0,0
41804,2020-01-30,252,Tucson Fire Department,2020,January,Thursday,0,0,0,1,0,0,0,1,0,0
19951,2020-01-30,169,Lexington Fire Department,2020,January,Thursday,0,0,0,1,0,0,0,1,0,0
41109,2020-01-30,25,Town of Manchester Fire-Rescue-EMS Department,2020,January,Thursday,0,0,0,1,0,0,0,1,0,0
40024,2020-01-30,3,Toms River Fire District 1,2020,January,Thursday,0,0,0,1,0,0,0,1,0,0
31271,2020-01-30,89,Richland Fire and Emergency Services,2020,January,Thursday,0,0,0,1,0,0,0,1,0,0
4357,2020-01-30,52,Bellevue Fire Department,2020,January,Thursday,0,0,0,1,0,0,0,1,0,0
1744,2020-01-30,57,Alexandria Fire Department,2020,January,Thursday,0,0,0,1,0,0,0,1,0,0
30581,2020-01-30,8,Plainfield Fire Protection District,2020,January,Thursday,0,0,0,1,0,0,0,1,0,0
35180,2020-01-30,1,Sheridan Fire Department,2020,January,Thursday,0,0,0,1,0,0,0,1,0,0
31963,2020-01-30,88,Richmond Fire and Emergency Services,2020,January,Thursday,0,0,0,1,0,0,0,1,0,0
40667,2020-01-30,23,Torrington Fire Department,2020,January,Thursday,0,0,0,1,0,0,0,1,0,0
33291,2020-01-30,20,Rogers Fire Department,2020,January,Thursday,0,0,0,1,0,0,0,1,0,0
38314,2020-01-30,158,St Lucie County Fire District,2020,January,Thursday,0,0,0,1,0,0,0,1,0,0
32490,2020-01-30,5,Rincon Valley Fire District,2020,January,Thursday,0,0,0,1,0,0,0,1,0,0
17800,2020-01-30,30,Jackson County Fire District 3,2020,January,Thursday,0,0,0,1,0,0,0,1,0,0
35739,2020-01-30,2,Simsbury Volunteer Fire Department,2020,January,Thursday,0,0,0,1,0,0,0,1,0,0
17050,2020-01-30,72,Hall County Fire Services,2020,January,Thursday,0,0,0,1,0,0,0,1,0,0
25059,2020-01-30,92,Newport News Fire Department,2020,January,Thursday,0,0,0,1,0,0,0,1,0,0
37268,2020-01-30,3,Southern Platte Fire Protection District,2020,January,Thursday,0,0,0,1,0,0,0,1,0,0
11479,2020-01-30,536,Columbus Division of Fire,2020,January,Thursday,0,0,0,1,0,0,0,1,0,0
6782,2020-01-30,24,Carmel Fire Department,2020,January,Thursday,0,0,0,1,0,0,0,1,0,0
9468,2020-01-30,46,City of Roseville Fire Department,2020,January,Thursday,0,0,0,1,0,0,0,1,0,0
12155,2020-01-30,28,Coral Gables Fire and Rescue Department,2020,January,Thursday,0,0,0,1,0,0,0,1,0,0
3666,2020-01-30,14,Beavercreek Township Fire Department,2020,January,Thursday,0,0,0,1,0,0,0,1,0,0
22286,2020-01-30,384,Memphis Division of Fire Services,2020,January,Thursday,0,0,0,1,0,0,0,1,0,0
10661,2020-01-30,6,City of Westfield Fire Department,2020,January,Thursday,0,0,0,1,0,0,0,1,0,0
29743,2020-01-30,89,Pasco Fire Department,2020,January,Thursday,0,0,0,1,0,0,0,1,0,0
44055,2020-01-30,84,West Palm Beach Fire Department,2020,January,Thursday,0,0,0,1,0,0,0,1,0,0
33985,2020-01-30,271,Sacramento Metropolitan Fire District,2020,January,Thursday,0,0,0,1,0,0,0,1,0,0
16354,2020-01-30,39,Golder Ranch Fire District,2020,January,Thursday,0,0,0,1,0,0,0,1,0,0
43364,2020-01-30,120,West Metro Fire Rescue,2020,January,Thursday,0,0,0,1,0,0,0,1,0,0
25751,2020-01-30,10,Noblesville Fire Department,2020,January,Thursday,0,0,0,1,0,0,0,1,0,0
37958,2020-01-30,8,St Louis Park Fire Department,2020,January,Thursday,0,0,0,1,0,0,0,1,0,0
6104,2020-01-30,57,Cape Coral Fire Department,2020,January,Thursday,0,0,0,1,0,0,0,1,0,0
3667,2020-01-31,18,Beavercreek Township Fire Department,2020,January,Friday,1,0,0,0,0,0,0,1,0,0
4358,2020-01-31,57,Bellevue Fire Department,2020,January,Friday,1,0,0,0,0,0,0,1,0,0
37269,2020-01-31,4,Southern Platte Fire Protection District,2020,January,Friday,1,0,0,0,0,0,0,1,0,0
39357,2020-01-31,97,The Villages Public Safety Department,2020,January,Friday,1,0,0,0,0,0,0,1,0,0
20645,2020-01-31,1208,Los Angeles County Fire Department,2020,January,Friday,1,0,0,0,0,0,0,1,0,0
11480,2020-01-31,586,Columbus Division of Fire,2020,January,Friday,1,0,0,0,0,0,0,1,0,0
43365,2020-01-31,140,West Metro Fire Rescue,2020,January,Friday,1,0,0,0,0,0,0,1,0,0
36578,2020-01-31,30,South Adams County Fire Protection District,2020,January,Friday,1,0,0,0,0,0,0,1,0,0
1054,2020-01-31,255,Albuquerque Fire Rescue,2020,January,Friday,1,0,0,0,0,0,0,1,0,0
6783,2020-01-31,28,Carmel Fire Department,2020,January,Friday,1,0,0,0,0,0,0,1,0,0
44056,2020-01-31,70,West Palm Beach Fire Department,2020,January,Friday,1,0,0,0,0,0,0,1,0,0
